id,"title","authors","venue","year"
3964,"evaluation of a pragmatic approach for the prediction of radiation-induced losses in optical fibers","m van uffelen , f berghmans , mc dÃ£ Â© creton , a","proc . spie ,","2000.0"
3965,"maintenance of mobile system ambients using a process calculus","t ando , k takahashi , y kato , n shiratori","computer networks ,","2000.0"
3966,"1930 , ( posted at www . rootsweb . com/kyletcher ) , ''","lc births","","1921.0"
3967,"progressive coding of 3-d graphic models","j li , ccj kuo","proceedings-ieee ,","1998.0"
3968,"automatic subspaceclusteringof high dimensionaldatafor data mining applications","r agrawal , j gehrke , d gunopulos , p raghavan","",""
3969,"concise papers","he blok , s choenni , hm blanken","ieee transactions on knowledge and data engineering ,","2004.0"
3970,"maa , and de culler . parallelism in dataflow programs . computation structures group memo 279","gk arvind","","1987.0"
3971,"fundaciÃ£ Â³ n macarthur inventario del desarrollo de habilidades comunicativas [ macarthur communi -","d jackson-maldonado , e bates , d thal","san diego : singular ,",""
3972,"decompositions of multigraphs into parts with two edges","j ivanco , m meszka , z skupien","discussiones mathematicae graph theory ,","2002.0"
3973,"a language for interoperability in relational mulitdatabase systems","s lakshaman , s subramanian","","1996.0"
3974,"graph-based ranking algorithms for e-mail expertise analysis","b dom , i eiron , a cozzi , y zhang","",""
3975,"i 'm blogging this '' : a closer look at why people blog","ba nardi , dj schiano , m gumbrecht , l swartz","",""
3976,"navajo education , 1948-1978 : its progress and its problems . volume iii , part a , navajo history .","ra roesselÃ¢ ? Â¦","","1979.0"
3977,"kelly . a. & williamson , gk ( 1960 )","j washburn","phil . mag ,",""
3978,"new hope for low-income families : effects of a program to reduce poverty and reform welfare","h bos , a huston , r granger , g duncan , t brock , v","new york : manpower demonstration research corporation ,",""
3979,"regularization of mellin-type inverse problems with an application to oil engeneering , february 2004","o hansen , s fischer , r ramlau","",""
3980,"the student learning self-study : choices and opportunities","sr hatfield","new directions for higher education ,","2001.0"
3981,"speculation in first-price auctions with resale","t troger","",""
3982,"effects of naturally induced teacher expectancies","wb seaver","journal of personality and social psychology ,","1973.0"
3983,"magneto-spectroscopy of photo-excited states in semiconductors using far-infrared lasers","y nisida , k muro , u kawata","& hellip ; on infrared physics , zurich , switzerland , aug. 11-15 , 1975 . & hellip ; ,","1976.0"
3984,"volunteer trainer development in adult literacy : using a team-based strategy to negotiate national","dt evans , jm hugo","new directions for adult and continuing education ,","2000.0"
3985,"statlstlcal databases charactenstlcs , problems and some solutions","a shosham","proc , vldb con ,",""
3986,"the struggle for the american curriculum ( 1893-1958 )","h kliebard","",""
3987,"ahinalp . comparing sequences with segment rearrangements","f ergun , s muthukrishnan , s sc","proceedings of the 23rd conference on foundations of & hellip ; ,",""
3988,"supporting full-text information retrieval","ew brown , jp callan , wb croft , jeb moss","",""
3989,"active and adaptive base station antennas for mobile communication","b johanisson","seminar and demonstration on adaptive antennas and antenna & hellip ; ,",""
3990,"model-driven systems development and integration environment","m azmoodeh , n georgalas , s fisher","bt technology journal ,","2005.0"
3991,"adaÃ¢ ?? the project : the dod high order language working group","wa whitaker","history of programming languages ,","1993.0"
3992,"definition and evaluation of access rules in data management systems","eb fernandez , rc summers , t lang","vldb ,",""
3993,"fractals in science","a bunde , s havlin","","1995.0"
3994,"hibric-mem , a memory controller for powerpc based systems","m porrmann , j landmann , km marks , u rÃ£ 1/4 ckert","",""
3995,"the variation of plasma energy loss with composition in dilute aluminum-magnesium solid solutions","g hibbert , jw edington , db williams , p doig","phil . mag. ,","1972.0"
3996,"modulation of hemolytic properties of resorcinolic lipids by divalent cations","m stasiuk , a kozubek","cellular and molecular biology letters ,","1996.0"
3997,"context-based prefetch for implementing objects on relations","pa bernstein , s pal , d shutt","vldb ,","1999.0"
3998,"hdeye : visual mining of highdimensional data ( demo )","a hinneburg , da keim , m wawryniuk","","2002.0"
3999,"atre , and anne-marie kermarrec . coma : an opportunity for building fault-tolerant scalable shared","c morin , a geaut , m ban","proceedings of the 23rd annual international symposium on",""
4000,"more to hyaluronic acid than meets the eye","j van brunt","biotechnology , i ,",""
4001,"trees : a unified approach to processing queries that contain subqueries , aggregates and quantifiers ,","u dayal , o nests","proceedings of the 13th vldb , aug ,",""
4002,"the federal role in graduate program innovation .","tj linneyÃ¢ ? Â¦","new directions for higher education ,","1984.0"
4003,"oÃ£ cents Ã¢ ? Â¬ Ã¢ ? cents neil , and g. weikum . the lru-k page replacement algorithm for database disk buffering","ej oÃ£ cents","proceeding of the 1993 acm sigmod",""
4004,"too many it duties ? hire a second cio","t hoffman","computerworld ,",""
4005,"the emergency department management of near-hanging victims","l vande krol , r wolfe","journal of emergency medicine ,","1994.0"
4006,"electricity deregulation : the norwegian-swedish way","e amundsen , l bergman","& hellip ; 24th annual international conference of the international & hellip ; ,",""
4007,"automatic photo pop-up","d hoiem , aa efros , m hebert","proceedings of acm siggraph 2005 ,","2005.0"
4008,"5.0 documentation . visual c++ tutorials : autoclick : automation","c visual","","1997.0"
4009,"nonsteroidal anti-inflammatory drugs for primary dysmenorrhoea","j marjoribanks , ml proctor , c farquhar","cochrane database syst rev ,","2003.0"
4010,"unsolved problems in planning as constraint satisfaction","t bedrax-weiss , ak jonsson , ml ginsberg","unpublished manuscript ,","1996.0"
4011,"theory of molecular fluids ( clarendon , oxford , 1984 )","cg gray , ke gubbins","vol .",""
4012,"monitoring streamsÃ¢ ?? a new class of data management applications","b babcock , s babu , r motwani , m datar","sigmod",""
4013,"hop-count filtering : an effective defense against spoofed ddos traffic","c jin , h wang , k shin","proceedings of acm conference on computer and communications & hellip ; ,","2003.0"
4014,"a solution for midband","aj dickie , jh mackenzie","bt technology journal ,","1998.0"
4015,"a goal driven requirements process model [ j ]","t mary frances , slp wavefront","information and software technology ,",""
4016,"utility of composite materials for the explosion-proof enclosure of an atomic power plant","ag ivanov , ag fedorenko","at .",""
4017,"asymptotically exact computation of differential cepstrum using fft approach","d zazula","electronic letters ,","1998.0"
4018,"spatial query processing in an object-oriented system","j orenstein","proc . acm sigmod/nt/conf . on the management of data , may ,",""
4019,"heuristics for social interactions : how to generate trust and fairness","j rieskamp , g gigerenzer","submitted for publication ,",""
4020,"a prototype implementation of archival intermemory","y chen , j edler , a goldberg , a gottlieb , s sobti ,","",""
4021,"optimizing etl processes in data warehouses","a simitsis , p vassiliadis , t sellis","proc . of the 21st intÃ¢ ?? l conf . on data engineering ( icde ) ,","2005.0"
4022,"explaining the variance in the performance effects of privatization","a cuervo , b villalonga","academy of management review ,","2000.0"
4023,"the Ã¢ ?? superÃ¢ ?? project","m andersson , am auddino , y dupont , e fontana , m","proceedings of the 1993 acm sigmod international conference & hellip ; ,","1993.0"
4024,"computing iceberg queries e ciently","m fang , n shivakumar , h garcia-molina , r motwani ,","",""
4025,"validity and verification aspects of information modeling","ja bubenko","proc . iii int . conf . on vldb ,",""
4026,"on the efficient treatment of vertical mixing and chemistry in air pollution modelling","pjf berkvens , ma botchev , jg verwer","cd-rom procs . 16th imacs world congress ,",""
4027,"designing and mining multi-terabyte astronomy archives : the digital sky survey","a szalayÃ¢ ? Â¦","proceedings of acm sigmod ,",""
4028,"spatial database access methods","b salzberg , db lomet","acm sigmod record ,","1991.0"
4029,"a typed intermediate language for supporting multiple inheritance via interfaces","j chen , c chen","",""
4030,"dynamic performance simulation of a continuously variable transmission motorcycle for fuzzy","cw hong , cc chen","proceedings of the i mech e part d journal of automobile & hellip ; ,","1997.0"
4031,"advanced program restructuring for high-performance computers with polaris","w blume , r doallo , r eigenmann , j grout , j","",""
4032,"the cell probe complexity of dynamic data structures","m fredman , m saks","proceedings of the twenty-first annual acm symposium on & hellip ; ,","1989.0"
4033,"potential benefits of internet-based project control systems-a study on monthly billings processing","a barron , m fischer","cife , stanford university , stanford , cife , technical report ,",""
4034,"ultrastructural localization ofl-fucose residues in nuclei of root primordia of the green peapisum","h chamberland , jg lafontaine","the histochemical journal ,","1992.0"
