id,title,authors,venue,year
962,a user-centered interface for querying distributed multimedia databases,"i cruz , k james",sigmod conference,1999
963,a tsql2 tutorial,"nodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994
964,integration of spatial join algorithms for processing multiple inputs,"n mamoulis , d papadias",sigmod conference,1999
965,evolvable view environment ( eve ) : non-equivalent view maintenance under schema changes,"e rundensteiner , a koeller , x zhang , a wyk , y li , a lee , a nica",sigmod conference,1999
966,"announcements from nsf , nasa , and elsewhere",x qian,sigmod record,1994
967,calls for papers / announcements,,sigmod record,1994
968,exploratory mining via constrained frequent set queries,"r ng , l lakshmanan , j han , t mah",sigmod conference,1999
969,research issues in databases for arcs : active rapidly changing data systems,a datta,sigmod record,1994
970,domino : databases for moving objects tracking,"o wolfson , a sistla , b xu , j zhou , s chamberlain",sigmod conference,1999
971,database patchwork on the internet,"r braumandl , a kemper , d kossmann",sigmod conference,1999
972,how to modify sql queries in order to guarantee sure answers,h klein,sigmod record,1994
973,database research at nthu and itri,a chen,sigmod record,1994
974,an xml-based wrapper generator for web information extraction,"l liu , w han , d buttler , c pu , w tang",sigmod conference,1999
975,"response to the march 1994 odmg-93 commentary written by dr. won kim of unisql , inc",o group,sigmod record,1994
976,dbis-toolkit : adaptable middleware for large scale data delivery,"m altinel , d aksoy , t baby , m franklin , w shapiro , s zdonik",sigmod conference,1999
977,daytona and the fourth-generation language cymbal,r greer,sigmod conference,1999
978,metadata for integrating speech documents in a text retrieval system,"u glavitsch , p schфuble , m wechsler",sigmod record,1994
979,metadata for mixed-media access,"f chen , m hearst , j kupiec , j pedersen , l wilcox",sigmod record,1994
980,data integration and warehousing in telecom italia,"s trisolini , m lenzerini , d nardi",sigmod conference,1999
981,sequoia 2000 metadata schema for satellite images,"j anderson , m stonebraker",sigmod record,1994
982,datablitz storage manager : main memory database performance for critical applications,"j baulier , p bohannon , s gogate , c gupta , s haldar , s joshi , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , s seshadri , a silberschatz , s sudarshan , m wilder , c wei",sigmod conference,1999
983,using metadata for the intelligent browsing of structured media objects,"w grosky , f fotouhi , i sethi",sigmod record,1994
984,emc information sharing : direct access to mvs data from unix and nt,w kohler,sigmod conference,1999
985,trade press news - announcement and preface,,,1994
986,clustering methods for large databases : from the past to the future,"a hinneburg , d keim",sigmod conference,1999
987,bringing object-relational technology to mainstream,"v krishnamurthy , s banerjee , a nori",sigmod conference,1999
988,unix rdbms : the next generation,b rosneblatt,sigmod record,1994
989,loading databases using dataflow parallelism,"t barclay , r barnes , j gray , p sundaresan",sigmod record,1994
990,data management issues in electronic commerce ( panel ),m жzsu,sigmod conference,1999
991,a database perspective on lotus domino/notes,c mohan,sigmod conference,1999
992,recent design trade-offs in sql3,"n mattos , l demichiel",sigmod record,1994
993,query optimization in the presence of limited access patterns,"d florescu , a levy , i manolescu , d suciu",sigmod conference,1999
994,a consensus glossary of temporal database concepts,"c jensen , j clifford , r elmasri , s gadia , p hayes , s jajodia",sigmod record,1994
995,ripple joins for online aggregation,"p haas , j hellerstein",sigmod conference,1999
996,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994
997,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999
998,a hypertext query language for images,l yang,sigmod record,1994
999,on random sampling over joins,"s chaudhuri , r motwani , v narasayya",sigmod conference,1999
1000,editor 's notes,a segev,sigmod record,1994
1001,random sampling techniques for space efficient online computation of order statistics of large datasets,"g manku , s rajagopalan , b lindsay",sigmod conference,1999
1002,observations on the odmg-93 proposal,w kim,sigmod record,1994
1003,in memory of bob kooi ( 1951-1993 ),,,1994
1004,query optimization for selections using bitmaps,m wu,sigmod conference,1999
1005,multi-dimensional selectivity estimation using compressed histogram information,"j lee , d kim , c chung",sigmod conference,1999
1006,databases for gis,"c medeiros , f pires",sigmod record,1994
1007,self-tuning histograms : building histograms without looking at data,"a aboulnaga , s chaudhuri",sigmod conference,1999
1008,comprehension syntax,"p buneman , l libkin , d suciu , v tannen , l wong",sigmod record,1994
1009,research issues in active database systems : report from the closing panel at ride-ads '94,j widom,sigmod record,1994
1010,optimization of constrained frequent set queries with 2-variable constraints,"l lakshmanan , r ng , j han , a pang",sigmod conference,1999
1011,the impact of database research on industrial products ( panel summary ),"d barbarс , j blakeley , d fishman , d lomet , m stonebraker",sigmod record,1994
1012,online association rule mining,c hidber,sigmod conference,1999
1013,the tsql2 final language definition announcement,,sigmod record,1994
1014,querying network directories,"h jagadish , l lakshmanan , t milo , d srivastava , d vista",sigmod conference,1999
1015,performance evaluation of a new distributed deadlock detection algorithm,"c yeung , s hung , k lam",sigmod record,1994
1016,update propagation protocols for replicated databases,"y breitbart , r komondoor , r rastogi , s seshadri , a silberschatz",sigmod conference,1999
1017,logical logging to extend recovery to new domains,"d lomet , m tuttle",sigmod conference,1999
1018,calls for papers / announcements,,sigmod record,1994
1019,jumping on the nii bandwagon,x qian,sigmod record,1994
1020,optics : ordering points to identify the clustering structure,"m ankerst , m breunig , h kriegel , j sander",sigmod conference,1999
1021,trade press news,,,1994
1022,snakes and sandwiches : optimal clustering strategies for a data warehouse,"h jagadish , l lakshmanan , d srivastava",sigmod conference,1999
1023,selectivity estimation in spatial databases,"s acharya , v poosala , s ramaswamy",sigmod conference,1999
1024,medical information systems : characterization and challenges,"j ramirez , l smith , l peterson",sigmod record,1994
1025,in-memory data management for consumer transactions the times-ten approach,t team,sigmod conference,1999
1026,storage and querying of e-commerce data,"r agrawal , a somani , y xu",vldb,2001
1027,"improving business process quality through exception understanding , prediction , and prevention","d grigori , f casati , u dayal , m shan",vldb,2001
1028,microsoft site server ( commerce edition ),b ojjeh,sigmod conference,1999
1029,e-commerce database issues and experience,a rajaraman,sigmod conference,1999
1030,weaving relations for cache performance,"a ailamaki , d dewitt , m hill , m skounakis",vldb,2001
1031,versions and workspaces in microsoft repository,"t bergstraesser , p bernstein , s pal , d shutt",sigmod conference,1999
1032,similarity search for adaptive ellipsoid queries using spatial transformation,"y sakurai , m yoshikawa , r kataoka , s uemura",vldb,2001
1033,self-similarity in the web,"s dill , r kumar , k mccurley , s rajagopalan , d sivakumar , a tomkins",vldb,2001
1034,the need for distributed asynchronous transactions,"l do , p ram , p drew",sigmod conference,1999
1035,surfing wavelets on streams : one-pass summaries for approximate aggregate queries,"a gilbert , y kotidis , s muthukrishnan , m strauss",vldb,2001
1036,improving oltp data quality using data warehouse mechanisms,"m jarke , c quix , g blees , d lehmann , g michalk , s striel",sigmod conference,1999
1037,roadrunner : towards automatic data extraction from large web sites,"v crescenzi , g mecca , p merialdo",vldb,2001
1038,nodose version 2.0,"b adelberg , m denny",sigmod conference,1999
1039,visual web information extraction with lixto,"r baumgartner , s flesca , g gottlob",vldb,2001
1040,phoenix : making applications robust,"r barga , d lomet",sigmod conference,1999
1041,"powerbookmarks : a system for personalizable web information organization , sharing , and management","w li , q vu , e chang , d agrawal , k hirata , s mukherjea , y wu , c bufi , k chang , y hara , r ito , y kimura , k shimazu , y saito",sigmod conference,1999
1042,netcube : a scalable tool for fast data mining and compression,"d margaritis , c faloutsos , s thrun",vldb,2001
1043,mining multi-dimensional constrained gradients in data cubes,"g dong , j han , j lam , j pei , k wang",vldb,2001
